	MF.alv.Lu#2	MF.alv.Lu#3	MF.alv.Lu.KPd28#1	MF.alv.Lu.KPd28#2	MF.alv.Lu.KPd17#1	MF.alv.Lu.KPd28#3
Olfr1310	4	0	1	0	0	1
Olfr1311	0	0	0	0	0	4
Olfr1312	7	0	1	0	1	4
Olfr1313	5	2	5	1	1	0
Olfr1314	0	0	6	0	0	0
Olfr1315-ps1	0	0	0	0	0	0
Olfr1316	3	1	4	0	2	9
Olfr1317	0	0	1	0	0	0
Olfr1318	0	0	2	0	1	2
Olfr132	0	0	0	0	0	1
Olfr1320	0	0	0	0	0	0
Olfr1321	1	0	4	0	0	0
Olfr1322	0	0	0	0	1	0
Olfr1323	2	0	0	0	7	3
Olfr1324	0	0	0	0	2	6
Olfr1325	2	2	0	0	1	0
Olfr1326-ps1	0	1	1	0	0	0
Olfr1328	1	4	4	3	0	7
Olfr1329	1	1	0	0	1	4
Olfr133	0	2	4	0	1	0
Olfr1330	2	4	0	1	0	9
Olfr1331	0	1	1	1	1	2
Olfr1333	3	1	0	0	0	2
Olfr1335	0	0	2	0	0	0
Olfr1336	4	3	0	1	0	1
Olfr1337	1	0	0	0	0	0
Olfr1338	2	2	0	0	1	0
Olfr1339	0	0	1	0	0	1
Olfr134	0	1	0	0	0	0
Olfr1340	0	0	0	0	1	0
Olfr1341	3	1	0	0	1	3
Olfr1342	1	1	0	0	0	0
Olfr1344	0	1	0	0	0	0
Olfr1346	2	3	0	4	0	0
Olfr1347	0	1	0	1	0	0
Olfr1348	0	0	1	1	0	3
Olfr1349	1	1	5	0	5	0
Olfr135	2	2	9	0	1	2
Olfr1350	0	1	0	0	0	0
Olfr1351	0	0	0	0	0	0
Olfr1352	0	2	1	1	0	1
Olfr1353	0	2	4	3	3	7
Olfr1354	0	4	2	0	2	1
Olfr1355	0	0	0	0	2	4
Olfr1356	3	0	2	1	1	0
Olfr1357	0	2	0	0	0	3
Olfr1358	0	2	0	0	0	0
Olfr1359	7	5	0	0	3	0
Olfr136	3	4	4	0	0	1
Olfr1360	0	0	1	0	0	0
Olfr1361	1	0	1	0	0	0
Olfr1362	0	0	1	0	0	0
Olfr1364	1	0	0	0	1	1
Olfr1366	1	1	0	2	0	3
Olfr1367	0	1	0	2	0	3
Olfr1368	0	0	0	0	2	0
Olfr1369-ps1	1	0	0	0	0	2
Olfr137	2	0	2	1	0	2
Olfr1370	3	0	0	0	4	11
Olfr1371	0	0	0	0	0	1
Olfr1373	0	0	0	1	0	0
Olfr1375	0	0	0	0	0	0
Olfr1377	1	3	1	3	0	4
Olfr1378	4	0	0	1	0	0
Olfr138	4	0	0	0	0	1
Olfr1380	2	0	0	0	0	0
Olfr1381	8	0	1	0	1	2
Olfr1382	0	0	1	0	0	0
Olfr1383	0	0	0	0	0	2
Olfr1384	1	7	3	0	1	4
Olfr1385	0	1	3	3	3	1
Olfr1386	1	1	0	0	2	2
Olfr1387	1	5	0	0	0	2
Olfr1388	1	0	0	0	0	2
Olfr1389	2	3	1	0	0	1
Olfr139	0	0	0	0	1	0
Olfr1390	0	2	2	1	2	0
Olfr1391	3	0	0	0	0	1
Olfr1392	0	0	4	0	0	1
Olfr1393	1	0	0	0	0	2
Olfr1394	1	0	0	0	0	1
Olfr1395	0	0	0	0	0	5
Olfr1396	0	0	0	0	0	0
Olfr140	0	0	0	0	2	1
Olfr1402	2	0	0	0	3	4
Olfr1404	6	4	1	1	2	3
Olfr1406	4	0	11	3	7	4
Olfr1408	2	0	4	1	2	6
Olfr141	0	1	2	0	1	1
Olfr1410	0	0	0	0	0	3
Olfr1411	0	2	0	0	0	1
Olfr1412	1	0	0	0	0	2
Olfr1413	0	0	0	0	0	0
Olfr1414	1	2	4	0	0	1
Olfr1415	1	0	0	0	1	0
Olfr1416	0	0	1	0	4	1
Olfr1417	1	0	3	1	0	1
Olfr1418	2	4	0	0	0	0
Olfr1419	0	0	2	0	0	2
Olfr142	0	2	0	1	0	0
Olfr1420	1	0	2	0	1	0
Olfr1423	5	2	3	0	1	2
Olfr1424	0	0	0	0	0	1
Olfr1425	0	0	0	0	0	2
Olfr1426	0	5	2	0	0	4
Olfr1427	4	4	3	0	0	0
Olfr1428	1	0	2	5	0	0
Olfr143	2	0	0	0	1	1
Olfr1431	3	1	1	0	0	1
Olfr1432	0	0	0	1	0	2
Olfr1434	4	0	1	0	0	1
Olfr1436	1	0	0	0	0	0
Olfr1437	2	1	1	1	1	0
Olfr1438-ps1	0	2	3	0	0	1
Olfr1440	4	3	1	1	2	1
Olfr1441	0	1	0	0	0	0
Olfr1442	0	0	4	0	2	6
Olfr1443	0	2	3	0	1	2
Olfr1444	1	1	1	2	3	1
Olfr1445	2	1	1	0	0	0
Olfr1446	2	9	7	5	5	3
Olfr1447	0	1	0	0	1	0
Olfr1448	2	0	0	0	2	6
Olfr1449	2	0	2	0	1	0
Olfr145	2	4	1	0	1	3
Olfr1450	3	0	3	0	1	0
Olfr1451	0	1	2	0	0	3
Olfr1453	2	0	0	0	0	1
Olfr1454	1	1	5	2	0	3
Olfr1457	0	2	1	1	2	0
Olfr1458	1	0	0	0	1	0
Olfr1459	1	2	0	0	0	2
Olfr146	0	0	5	0	1	2
Olfr1461	1	3	1	0	0	0
Olfr1462	1	1	0	0	4	2
Olfr1463	0	1	2	0	2	0
Olfr1465	1	0	0	0	0	0
Olfr1466	1	3	3	1	2	1
Olfr1467	3	0	2	0	0	3
Olfr1469	1	0	1	1	0	1
Olfr147	1	1	6	0	0	1
Olfr1471	0	2	2	0	1	2
Olfr1472	1	0	4	0	2	1
Olfr1474	0	0	1	0	0	0
Olfr1475	2	0	0	0	0	0
Olfr1477	1	2	2	0	3	1
Olfr148	2	0	0	1	0	1
Olfr1480	1	1	2	2	0	3
Olfr1484	3	4	5	1	1	0
Olfr1487	1	1	0	0	0	2
Olfr1489	7	5	5	2	6	8
Olfr149	1	0	0	1	1	3
Olfr1490	3	0	3	0	1	2
Olfr1491	1	0	0	0	1	1
Olfr1493-ps1	2	0	2	1	1	0
Olfr1494	0	7	1	0	0	0
Olfr1495	4	0	1	0	5	2
Olfr1496	0	0	0	0	0	4
Olfr1497	0	1	1	1	0	0
Olfr1499	0	0	3	0	0	2
Olfr15	0	5	2	0	1	2
Olfr150	1	1	2	0	1	0
Olfr1500	0	1	1	1	1	0
Olfr1501	6	1	1	3	1	1
Olfr1502	0	0	0	0	0	2
Olfr1504	1	0	0	0	1	0
Olfr1505	0	0	1	0	2	0
Olfr1506	0	0	0	0	0	0
Olfr1507	0	2	0	0	0	1
Olfr1508	2	1	1	0	0	4
Olfr1509	0	0	2	0	0	1
Olfr1510	1	4	0	0	0	2
Olfr1511	1	0	0	0	0	0
Olfr1512	0	1	3	0	0	1
Olfr1513	1	0	0	1	0	1
Olfr152	0	1	1	0	2	0
Olfr153	0	0	0	0	0	0
Olfr1532-ps1	3	0	0	1	1	1
Olfr1535	1	9	0	0	0	2
Olfr1537	0	1	7	1	0	0
Olfr154	0	0	0	0	0	0
Olfr155	0	1	0	0	2	5
Olfr1555-ps1	0	0	3	1	2	0
Olfr156	1	3	0	1	0	1
Olfr1564	1	0	2	0	0	0
Olfr157	7	2	1	0	6	2
Olfr159	0	0	0	0	0	1
Olfr16	0	2	3	0	1	3
Olfr160	1	0	4	0	1	8
Olfr161	4	0	5	0	0	2
Olfr164	0	1	7	0	0	1
Olfr165	0	1	0	0	2	0
Olfr166	2	0	7	2	2	5
Olfr167	7	3	3	2	3	5
Olfr168	0	0	2	0	0	2
Olfr169	0	1	0	0	0	2
Olfr17	1	1	0	1	1	1
Olfr170	0	1	1	0	0	1
Olfr171	0	0	0	0	0	0
Olfr172	0	2	0	0	2	0
Olfr173	1	1	0	0	0	0
Olfr175-ps1	0	0	1	0	0	1
Olfr177	4	1	1	0	1	0
Olfr178	1	0	0	2	0	0
Olfr18	0	0	1	1	0	0
Olfr180	0	0	0	0	0	0
Olfr181	0	0	0	0	1	1
Olfr183	2	0	5	1	2	1
Olfr186	1	0	2	0	1	0
Olfr187	0	0	0	0	0	0
Olfr19	0	0	3	0	0	0
Olfr190	1	2	0	3	1	3
Olfr191	1	4	5	1	3	1
Olfr193	3	1	2	0	6	5
Olfr194	2	3	3	1	5	1
Olfr195	0	0	0	0	0	0
Olfr196	2	1	3	1	1	1
Olfr198	0	1	1	0	0	2
Olfr199	1	0	2	1	0	0
Olfr2	0	2	2	0	1	2
Olfr20	1	0	0	0	0	0
Olfr201	5	0	1	1	1	1
Olfr202	0	4	2	0	1	1
Olfr203	0	0	0	0	0	0
Olfr204	1	1	2	0	2	0
Olfr205	0	0	0	0	0	0
Olfr206	1	0	2	0	0	0
Olfr209	0	1	1	0	0	0
Olfr211	1	3	9	1	2	0
Olfr212	1	1	0	0	0	2
Olfr213	0	2	0	1	1	2
Olfr214	0	1	1	0	1	0
Olfr215	1	4	0	0	1	1
Olfr218	2	1	0	0	5	3
Olfr220	6	1	1	0	0	3
Olfr221	0	0	0	0	2	2
Olfr222	0	4	0	0	1	4
Olfr223	1	3	2	0	0	0
Olfr224	1	1	2	1	0	0
Olfr228	0	3	0	0	0	0
Olfr229	2	1	2	1	1	0
Olfr23	1	6	3	0	5	2
Olfr231	1	1	1	1	0	3
Olfr235	2	5	2	0	0	0
Olfr237-ps1	3	1	2	0	2	0
Olfr239	0	0	2	0	0	0
Olfr24	2	0	7	0	1	2
Olfr243	1	0	0	5	3	1
Olfr247	0	0	0	0	0	0
Olfr248	0	0	2	0	0	0
Olfr25	4	0	0	0	10	10
Olfr250	3	1	2	1	5	9
Olfr251	3	1	1	2	1	6
Olfr259	2	0	5	0	1	3
Olfr26	2	0	5	0	0	0
Olfr262	0	1	0	0	1	0
Olfr263	0	0	2	0	0	1
Olfr266	0	0	0	0	0	2
Olfr267	2	8	3	0	1	3
Olfr27	1	1	2	1	0	1
Olfr270	2	1	5	0	0	0
Olfr272	0	1	0	0	3	2
Olfr273	5	0	0	0	1	2
Olfr275	4	0	1	0	0	0
Olfr279	0	0	1	0	0	2
Olfr281	0	1	6	0	0	1
Olfr282	0	0	1	0	0	0
Olfr283	0	0	0	0	0	0
Olfr284	0	0	0	0	0	0
Olfr285	0	1	1	0	5	2
Olfr286	0	0	1	0	0	1
Olfr287	0	1	0	0	0	1
Olfr288	0	0	0	0	1	0
Olfr290	3	2	6	2	1	4
Olfr291	1	2	1	1	0	2
Olfr292	0	0	0	2	0	5
Olfr293	2	7	0	0	1	3
Olfr294	0	1	0	0	0	0
Olfr295	0	5	0	1	1	2
Olfr297	1	1	1	1	1	4
Olfr298	1	0	2	0	0	1
Olfr299	6	0	1	0	2	1
Olfr3	0	1	1	0	0	2
Olfr30	0	0	0	0	1	2
Olfr301	0	1	0	0	1	0
Olfr303	0	3	2	0	3	1
Olfr304	0	8	1	0	0	2
Olfr305	0	0	2	1	2	1
Olfr307	1	1	1	0	2	3
Olfr308	1	2	1	1	0	4
Olfr309	0	2	4	0	1	4
Olfr31	0	0	0	0	0	1
Olfr310	0	1	1	0	1	3
Olfr311	0	0	0	0	0	1
Olfr312	3	0	2	0	2	0
Olfr313	0	0	0	0	0	1
Olfr314	1	0	2	0	0	0
Olfr315	0	1	5	0	0	1
Olfr316	0	0	1	0	2	1
Olfr317	0	2	1	0	0	3
Olfr318	0	0	2	0	0	0
Olfr319	6	5	0	0	2	0
Olfr32	0	1	1	2	1	0
Olfr320	0	3	1	0	1	3
Olfr322	1	1	1	0	1	2
Olfr323	1	1	0	0	0	0
Olfr324	1	0	1	1	0	2
Olfr325	0	0	1	0	0	0
Olfr328	1	0	0	0	0	0
Olfr329-ps	0	0	0	1	0	0
Olfr33	1	0	1	0	0	0
Olfr330	0	0	6	0	0	8
Olfr331	0	0	0	0	0	1
Olfr332	1	0	0	0	2	0
Olfr338	1	3	2	3	0	7
Olfr339	0	1	2	2	0	0
Olfr340	0	2	0	0	0	1
Olfr341	1	4	4	1	3	4
Olfr342	3	0	6	0	3	0
Olfr344	0	1	1	1	4	0
Olfr345	0	3	2	0	1	3
Olfr346	0	0	4	1	5	1
Olfr347	4	0	0	0	0	4
Olfr348	2	0	4	0	0	1
Olfr350	1	2	2	0	0	0
Olfr351	1	1	3	0	0	2
Olfr352	3	4	7	0	0	2
Olfr353	3	0	0	0	2	0
Olfr354	3	2	4	1	1	2
Olfr355	1	2	0	0	0	5
Olfr356	1	0	0	0	0	0
Olfr357	2	6	0	0	1	0
Olfr358	0	1	0	0	3	0
Olfr360	0	0	0	1	1	1
Olfr361	2	2	1	0	0	0
Olfr362	0	3	0	1	0	0
Olfr364-ps1	0	1	4	1	2	3
Olfr365	0	0	0	2	0	0
Olfr366	0	1	2	1	0	2
Olfr368	1	0	1	0	0	1
Olfr370	3	0	3	0	0	3
Olfr371	0	0	0	0	0	0
Olfr372	0	2	3	0	2	0
Olfr373	2	2	2	1	0	2
Olfr374	2	7	4	1	0	2
Olfr376	2	1	4	1	3	0
Olfr378	1	0	0	0	0	1
Olfr38	1	2	3	2	2	0
Olfr380	0	1	0	0	0	0
Olfr381	1	0	0	0	0	3
Olfr382	1	0	0	0	1	0
Olfr384	0	0	0	0	0	0
Olfr385	0	1	0	0	1	0
Olfr389	0	2	4	0	1	1
Olfr39	0	1	1	0	0	0
Olfr390	1	1	2	0	4	2
Olfr391-ps	0	0	0	0	0	0
Olfr392	3	0	1	0	1	4
Olfr393	0	1	1	1	0	4
Olfr394	2	1	5	0	2	0
Olfr395	3	0	6	7	3	5
Olfr397	0	0	0	0	0	0
Olfr398	3	0	0	1	2	3
Olfr399	1	0	0	0	0	0
Olfr401	3	0	0	0	0	3
Olfr402	1	3	9	0	1	1
Olfr403	0	2	2	0	1	3
Olfr406	0	4	1	2	1	0
Olfr410	2	2	1	0	0	2
Olfr411	0	0	0	0	1	4
Olfr412	0	0	2	0	1	1
Olfr414	2	4	0	2	2	0
Olfr417	2	0	3	1	0	1
Olfr418	1	0	0	1	0	3
Olfr419	0	0	0	0	1	0
Olfr420	0	0	0	0	0	1
Olfr424	0	0	0	0	0	1
Olfr427	1	0	0	0	2	1
Olfr429	3	1	4	2	2	1
Olfr43	2	0	0	0	0	2
Olfr430	3	1	2	1	1	5
Olfr432	1	0	1	0	0	2
Olfr433	0	0	2	0	0	1
Olfr434	0	1	2	0	0	0
Olfr435	2	1	0	0	0	0
Olfr437	0	0	1	0	0	3
Olfr44	0	0	2	3	3	4
Olfr441	0	3	4	0	0	2
Olfr444	3	0	0	0	0	0
Olfr446	4	3	0	0	2	0
Olfr447	2	1	1	0	1	4
Olfr448	0	0	0	0	0	2
Olfr449	0	0	1	0	5	3
Olfr45	1	5	2	0	0	0
Olfr450	0	1	0	0	0	0
Olfr452	3	0	0	0	1	0
Olfr453	1	2	1	0	0	0
Olfr455	0	2	3	0	0	0
Olfr456	1	2	0	0	0	0
Olfr457	0	3	3	0	0	0
Olfr458	0	0	0	0	1	0
Olfr459	1	0	2	0	0	5
Olfr46	1	4	0	1	3	0
Olfr460	0	1	1	1	1	0
Olfr461	0	2	0	0	1	3
Olfr462	2	0	1	0	1	0
Olfr463	1	0	1	0	0	0
Olfr464	3	1	5	0	0	1
Olfr465-ps1	0	0	2	0	2	2
Olfr466	2	1	9	0	2	1
Olfr467	0	0	0	0	1	0
Olfr469	2	0	0	0	1	0
Olfr47	0	0	2	0	0	0
Olfr470	3	0	0	0	1	0
Olfr472	1	2	2	0	2	3
Olfr473	0	0	0	0	3	0
Olfr474	1	0	0	0	0	2
Olfr476	1	0	0	0	1	1
Olfr477	1	0	0	0	0	0
Olfr478	0	0	5	0	0	0
Olfr479	3	2	1	2	1	0
Olfr48	0	1	0	0	1	3
Olfr480	0	0	0	0	0	0
Olfr481	2	3	3	1	3	3
Olfr482	0	0	0	0	0	0
Olfr483	0	1	3	0	0	1
Olfr484	3	2	0	0	1	1
Olfr485	0	0	0	0	0	1
Olfr486	0	0	0	0	1	0
Olfr487	1	1	1	0	2	1
Olfr488	3	4	3	0	0	0
Olfr49	1	3	0	1	3	2
Olfr490	0	0	3	0	0	4
Olfr491	0	0	0	2	0	1
Olfr492	0	0	0	0	0	2
Olfr493	0	0	0	0	0	0
Olfr494	0	3	0	0	0	0
Olfr495	1	3	1	0	0	1
Olfr497	0	0	0	0	0	2
Olfr498	1	0	1	0	0	2
Olfr5	4	0	0	0	0	0
Olfr50	0	1	1	1	0	3
Olfr502	1	1	0	0	4	2
Olfr503	0	2	0	0	0	0
Olfr504	0	0	0	0	0	0
Olfr506	0	0	0	0	3	1
Olfr507	1	0	0	0	0	0
Olfr508	0	0	0	0	3	1
Olfr509	2	0	0	0	3	7
Olfr51	7	4	1	0	3	1
Olfr510	6	0	1	0	0	2
Olfr512	1	0	0	0	1	1
Olfr513	0	1	0	0	0	0
Olfr514	0	0	2	0	1	1
Olfr516	0	3	1	0	0	0
Olfr517	0	0	0	0	0	0
Olfr518	2	1	3	0	0	6
Olfr519	1	0	0	0	1	0
Olfr52	2	2	1	1	5	2
Olfr520	0	0	0	0	0	1
Olfr521	0	2	2	0	0	3
Olfr522	1	4	2	0	2	2
Olfr523	0	0	1	0	0	2
Olfr524	1	1	2	0	1	0
Olfr525	1	1	3	0	2	6
Olfr527	3	4	0	0	2	3
Olfr53	0	0	0	0	1	1
Olfr530	3	0	0	3	0	0
Olfr531	1	4	0	0	3	0
Olfr532	2	1	0	0	1	1
Olfr533	0	0	0	0	0	0
Olfr535	0	1	3	0	2	0
Olfr536	1	3	2	0	1	2
Olfr538	0	2	0	0	0	0
Olfr539	3	2	2	0	0	9
Olfr54	1	0	0	0	0	3
Olfr541	0	0	0	0	0	3
Olfr543	2	3	2	1	0	2
Olfr544	0	1	1	1	1	0
Olfr545	0	1	0	0	2	0
Olfr547	0	0	0	0	0	0
Olfr548-ps1	3	0	0	0	2	1
Olfr549	0	0	2	0	1	1
Olfr55	0	0	0	0	0	0
Olfr550	2	1	3	0	2	7
Olfr551	3	7	1	1	3	3
Olfr552	0	4	0	2	0	0
Olfr553	0	3	4	1	0	0
Olfr554	4	1	0	0	0	1
Olfr555	1	0	0	0	0	1
Olfr556	4	0	1	0	1	0
Olfr557	1	4	0	0	1	2
Olfr558	0	0	0	0	0	1
Olfr559	4	0	2	0	1	1
Olfr56	1	0	3	1	0	0
Olfr560	0	0	1	0	0	0
Olfr561	1	0	2	0	0	2
Olfr564	0	0	0	0	0	2
Olfr566	1	0	0	2	0	1
Olfr568	0	0	2	0	0	0
Olfr569	2	0	1	0	4	1
Olfr57	1	3	0	0	2	1
Olfr570	2	0	0	0	1	0
Olfr571	2	2	0	0	2	1
Olfr572	0	0	0	0	0	0
Olfr573-ps1	0	0	0	0	0	0
Olfr574	1	2	0	0	2	1
Olfr575	0	0	4	0	0	1
Olfr576	4	1	1	0	1	1
Olfr577	0	4	1	0	0	1
Olfr578	1	0	2	0	1	0
Olfr58	1	3	1	0	4	1
Olfr582	0	0	1	0	0	1
Olfr583	0	0	0	0	0	0
Olfr584	1	0	1	0	0	0
Olfr585	3	0	0	1	0	0
Olfr586	1	1	1	0	0	0
Olfr588-ps1	2	5	0	1	10	3
Olfr589	0	0	0	0	0	1
Olfr59	0	0	0	0	0	2
Olfr591	6	1	2	0	1	7
Olfr592	4	3	3	3	1	9
Olfr593	0	0	0	0	2	0
Olfr594	1	0	0	0	0	1
Olfr596	1	2	0	0	0	0
Olfr597	1	1	1	1	0	0
Olfr598	0	0	0	0	1	3
Olfr599	3	0	0	0	3	0
Olfr6	11	1	2	2	3	3
Olfr60	4	3	0	3	6	3
Olfr600	0	0	0	1	1	4
Olfr601	1	0	0	0	0	0
Olfr603	0	0	0	0	0	0
Olfr605	1	4	0	0	0	0
Olfr606	0	0	0	0	0	0
Olfr607	2	0	1	0	0	2
Olfr608	0	1	0	0	0	2
Olfr609	0	2	0	2	0	1
Olfr61	0	1	0	0	0	0
Olfr610	0	1	0	0	0	0
Olfr611	1	0	0	0	0	2
Olfr612	1	2	1	1	0	0
Olfr613	3	0	0	0	0	1
Olfr615	0	0	1	2	0	2
Olfr616	0	1	0	0	1	0
Olfr617	0	1	1	0	0	4
Olfr618	0	1	3	1	2	2
Olfr619	0	2	0	0	0	1
Olfr62	0	0	0	0	1	0
Olfr620	4	3	3	0	2	10
Olfr622	1	0	0	2	1	1
Olfr623	4	1	1	0	1	0
Olfr624	1	4	7	0	1	0
Olfr625-ps1	0	2	0	0	0	1
Olfr628	1	0	0	1	0	0
Olfr629	6	0	0	0	0	0
Olfr63	0	2	0	0	1	3
Olfr630	1	1	0	0	0	0
Olfr631	0	1	0	0	1	1
Olfr632	0	0	0	0	0	4
Olfr633	5	0	2	0	1	2
Olfr635	3	8	3	0	0	8
Olfr638	0	2	0	0	0	0
Olfr639	4	0	0	0	0	0
Olfr64	2	5	4	1	1	6
Olfr640	0	3	8	0	0	2
Olfr641	1	1	4	0	0	7
Olfr642	2	0	0	1	0	5
Olfr643	1	0	0	1	0	0
Olfr644	3	3	1	1	0	5
Olfr645	1	6	3	0	1	3
Olfr646	3	2	1	1	1	3
Olfr648	0	0	1	0	1	1
Olfr649	0	0	1	0	0	2
Olfr65	0	2	1	1	0	1
Olfr651	1	1	0	0	0	0
Olfr652	3	0	0	0	7	8
Olfr653	1	0	0	0	0	0
Olfr654	1	1	0	0	1	1
Olfr655	0	1	0	1	0	1
Olfr656	0	1	0	0	4	0
Olfr657	0	0	0	0	0	0
Olfr658	1	0	1	0	1	0
Olfr659	5	2	2	2	3	6
Olfr66	1	0	0	0	0	2
Olfr661	0	0	1	0	2	4
Olfr665	0	4	1	0	0	1
Olfr666	0	0	1	0	1	1
Olfr667	0	0	3	0	0	3
Olfr668	3	1	0	1	0	0
Olfr669	3	0	0	0	4	0
Olfr67	4	1	0	0	0	5
Olfr670	1	0	5	1	3	4
Olfr671	1	2	0	1	0	3
Olfr672	0	4	6	2	2	1
Olfr675	0	1	0	1	2	0
Olfr676	0	0	1	0	1	0
Olfr677	0	0	0	0	0	1
Olfr678	0	3	1	0	0	0
Olfr679	2	1	0	0	2	0
Olfr68	0	0	1	0	0	2
Olfr680-ps1	0	1	0	0	0	0
Olfr681	0	6	1	0	1	2
Olfr683	0	0	2	0	0	1
Olfr684	3	0	2	0	4	1
Olfr685	1	1	2	0	0	0
Olfr686	1	0	0	0	1	2
Olfr688	0	0	0	0	0	0
Olfr689	1	4	1	0	0	0
Olfr69	0	0	1	0	1	0
Olfr690	3	0	0	0	0	0
Olfr691	0	0	0	0	1	0
Olfr692	1	2	0	0	0	0
Olfr693	2	1	1	0	3	6
Olfr694	1	3	0	0	1	2
Olfr695	0	2	1	0	3	4
Olfr697	1	1	0	0	1	0
Olfr698	0	1	0	0	0	6
Olfr699	1	0	1	0	1	1
Olfr70	0	0	1	1	0	0
Olfr700	3	3	0	1	2	4
Olfr701	1	4	5	1	0	7
Olfr702	0	0	0	0	0	2
Olfr703	0	1	3	0	0	0
Olfr704	0	1	1	1	0	5
Olfr705	0	1	0	0	0	2
Olfr706	1	2	1	2	0	2
Olfr707	0	0	0	2	1	0
Olfr709-ps1	3	4	0	0	2	1
Olfr71	1	0	0	0	0	1
Olfr710	0	0	0	0	2	0
Olfr711	1	3	1	0	0	2
Olfr713	2	6	1	0	3	4
Olfr714	0	0	0	1	0	1
Olfr715	1	1	2	0	1	2
Olfr715b	0	2	0	0	1	1
Olfr716	6	0	5	0	0	0
Olfr718-ps1	0	0	1	0	1	1
Olfr720	2	0	0	0	0	8
Olfr721-ps1	0	0	0	3	0	0
Olfr722	0	1	0	0	1	1
Olfr723	0	0	0	0	0	0
Olfr724	1	0	0	0	0	0
Olfr725	0	0	0	0	0	1
Olfr726	0	0	0	0	0	0
Olfr727	4	0	1	1	0	1
Olfr728	4	1	7	0	5	4
Olfr729	0	0	1	0	0	9
Olfr73	0	1	2	0	0	0
Olfr730	3	3	2	3	3	12
Olfr731	2	0	0	0	0	0
Olfr732	2	1	8	0	0	1
Olfr733	0	0	3	0	1	0
Olfr734	0	0	3	0	1	3
Olfr735	3	9	2	0	1	2
Olfr736	1	0	2	0	2	3
Olfr738	0	0	0	0	0	0
Olfr739	0	0	0	0	0	4
Olfr74	0	1	0	0	1	0
Olfr740	0	0	0	1	2	5
Olfr741	0	2	1	0	1	6
Olfr742	0	4	0	0	3	1
Olfr743	0	0	0	0	1	3
Olfr744	1	2	3	0	0	0
Olfr745	0	2	0	0	2	2
Olfr746	0	0	0	0	0	0
Olfr747	0	0	0	0	0	0
Olfr748	0	1	0	3	0	2
Olfr749	0	1	2	0	0	0
Olfr750	1	1	2	1	0	2
Olfr76	0	1	2	3	2	2
Olfr761	0	0	1	0	0	0
Olfr763	0	0	2	0	1	0
Olfr764-ps1	1	0	0	0	0	1
Olfr765	1	0	1	0	2	1
Olfr766-ps1	2	0	0	0	0	3
Olfr767	2	1	1	0	0	0
Olfr768	0	1	1	0	0	1
Olfr769	0	0	0	1	0	2
Olfr77	1	2	3	1	4	6
Olfr770	0	0	1	1	0	0
Olfr771	2	0	0	0	1	0
Olfr772	0	0	0	0	0	1
Olfr773	0	0	0	0	0	0
Olfr774	0	0	0	0	0	0
Olfr775	0	0	0	0	0	3
Olfr776	1	0	0	0	0	0
Olfr777	0	1	0	0	0	6
Olfr78	4	3	2	0	2	2
Olfr780	0	1	1	0	0	4
Olfr781	0	3	1	0	5	1
Olfr782	1	2	0	0	0	2
Olfr784	2	2	0	1	1	3
Olfr785	0	0	0	1	0	0
Olfr786	0	3	0	0	0	6
Olfr787	1	4	3	0	3	10
Olfr788	0	0	2	0	2	6
Olfr789	1	1	0	0	0	2
Olfr790	0	0	0	0	0	0
Olfr791	3	4	3	1	0	5
Olfr792	2	0	5	2	0	1
Olfr794	1	1	2	0	1	3
Olfr796	2	0	2	0	0	3
Olfr798	2	1	1	0	0	2
Olfr799	0	1	0	0	0	2
Olfr8	1	1	0	0	0	2
Olfr800	1	1	3	0	0	4
Olfr801	1	0	0	0	0	2
Olfr802	3	1	3	1	3	2
Olfr803	1	0	0	0	0	0
Olfr804	4	1	0	0	1	2
Olfr805	3	2	2	0	0	1
Olfr806	0	2	1	0	1	1
Olfr807	0	1	0	0	3	2
Olfr808	2	0	0	1	4	0
Olfr809	0	0	2	0	0	1
Olfr810	0	1	4	0	1	0
Olfr811	1	0	1	0	4	0
Olfr812	0	0	1	0	1	1
Olfr813	0	2	1	0	0	0
Olfr814	2	3	1	0	1	0
Olfr815	2	4	0	0	2	0
Olfr816	0	0	0	0	3	0
Olfr818	0	0	0	2	0	0
Olfr819	2	0	0	0	1	1
Olfr820	0	1	0	0	0	1
Olfr821	0	1	4	0	0	0
Olfr822	0	1	2	0	2	2
Olfr823	0	0	0	0	0	0
Olfr824	1	2	0	0	0	0
Olfr825	0	1	0	0	0	1
Olfr826	3	4	2	1	0	2
Olfr827	4	4	3	0	1	4
Olfr828	0	2	2	0	0	2
Olfr829	0	0	0	2	0	1
Olfr830	2	2	0	1	0	2
Olfr832	5	6	0	0	4	2
Olfr834	0	1	0	0	0	1
Olfr835	0	1	1	0	0	0
Olfr836	8	2	0	2	1	7
Olfr837	1	3	0	1	6	2
Olfr839-ps1	0	2	3	3	3	1
Olfr843	4	2	1	1	1	5
Olfr844	2	0	1	0	2	0
Olfr845	0	0	0	0	0	0
Olfr846	1	1	4	0	1	0
Olfr847	1	0	1	0	0	0
Olfr849	6	2	2	1	1	4
Olfr850	0	0	0	0	1	0
Olfr851	0	1	1	0	3	3
Olfr853	7	3	1	0	3	6
Olfr854	0	0	0	0	1	0
Olfr855	2	0	7	1	0	3
Olfr857	0	2	0	1	1	3
Olfr859	1	1	7	0	0	3
Olfr860	1	0	0	0	0	2
Olfr862	1	0	1	0	0	1
Olfr866	0	0	0	0	0	0
