	Mo.Ly6C+.Bl#1	Mo.Ly6C+.Bl#2	Mo.Ly6C+.Bl#3	Mo.Ly6C+.Bl.KPd17#1	Mo.Ly6C+.Bl.KPd17#2	Mo.Ly6C+.Bl.KPd17#3	Mo.Ly6C+.Bl.KPd28#1	Mo.Ly6C+.Bl.KPd28#2	Mo.Ly6C+.Bl.KPd28#3
Ccdc191	38	23	26	12	31	8	0	20	36
Ccdc22	0	0	0	0	0	0	0	0	0
Ccdc24	0	0	7	0	4	0	0	1	3
Ccdc25	254	97	238	71	179	34	0	273	196
Ccdc27	1	0	0	0	7	0	0	0	0
Ccdc28a	37	19	31	12	35	4	0	31	37
Ccdc28b	172	69	123	34	86	34	0	121	98
Ccdc3	0	0	0	0	1	0	0	0	0
Ccdc30	2	8	2	2	15	0	0	6	10
Ccdc32	185	65	129	50	63	30	0	153	132
Ccdc33	7	6	2	5	12	1	0	8	4
Ccdc34	19	10	47	5	14	2	0	25	34
Ccdc36	3	2	1	0	5	0	0	1	1
Ccdc38	4	7	5	0	9	0	0	5	6
Ccdc39	21	13	16	12	11	2	0	7	7
Ccdc40	5	5	9	2	9	2	0	5	4
Ccdc42	2	1	2	0	3	0	0	1	1
Ccdc43	191	92	184	72	118	54	0	183	186
Ccdc47	696	272	486	180	416	102	0	551	642
Ccdc50	1108	669	1183	554	1325	330	0	975	1394
Ccdc51	33	16	50	8	40	12	0	29	45
Ccdc54	1	1	0	0	11	0	0	0	0
Ccdc57	17	8	18	2	12	4	0	21	13
Ccdc58	54	19	55	21	13	8	0	52	90
Ccdc59	197	95	165	39	107	38	0	256	243
Ccdc6	83	33	106	46	37	25	0	93	76
Ccdc60	4	3	2	0	3	0	0	0	4
Ccdc61	97	46	78	25	90	10	0	41	58
Ccdc62	9	4	7	2	0	0	0	6	4
Ccdc63	21	5	4	3	5	1	0	7	5
Ccdc65	1	1	0	0	2	2	0	3	5
Ccdc66	81	16	49	14	57	14	0	19	58
Ccdc68	0	6	0	1	1	0	0	4	2
Ccdc69	148	62	120	38	124	32	0	127	104
Ccdc70	1	0	0	0	3	0	0	2	3
Ccdc71	166	82	187	35	99	33	0	171	109
Ccdc71l	104	30	52	23	60	27	0	35	45
Ccdc73	29	9	15	2	16	1	0	14	17
Ccdc74a	1	3	2	0	5	0	0	4	4
Ccdc77	72	42	42	29	64	13	0	56	87
Ccdc78	21	9	8	4	16	3	0	13	6
Ccdc7a	10	16	7	8	12	3	0	13	13
Ccdc7b	2	4	1	2	6	4	0	3	2
Ccdc8	0	1	1	0	0	0	0	0	0
Ccdc80	13	9	1	2	4	0	0	30	22
Ccdc81	7	5	1	1	3	2	0	3	2
Ccdc82	247	109	155	68	277	50	0	203	296
Ccdc83	3	2	0	1	2	1	0	5	1
Ccdc84	169	51	107	36	112	19	0	107	158
Ccdc85a	0	2	0	3	6	4	0	1	2
Ccdc85b	107	54	113	25	26	14	0	90	34
Ccdc85c	3	0	0	1	1	0	0	1	3
Ccdc86	177	78	107	37	48	36	0	255	219
Ccdc87	2	0	0	1	0	0	0	0	2
Ccdc88a	1145	472	754	246	532	162	0	574	661
Ccdc88b	282	90	258	27	137	27	0	129	183
Ccdc88c	1130	459	907	323	1171	254	0	553	846
Ccdc89	8	0	4	0	0	0	0	0	3
Ccdc9	102	44	56	20	57	13	0	66	81
Ccdc90b	32	22	58	13	24	5	0	35	60
Ccdc91	144	30	83	32	39	20	0	36	76
Ccdc92	3	8	5	0	0	0	0	27	2
Ccdc92b	5	4	1	0	9	0	0	1	2
Ccdc93	311	119	213	75	177	61	0	208	387
Ccdc94	99	47	48	15	43	15	0	78	56
Ccdc96	5	0	0	0	3	2	0	0	2
Ccdc97	583	193	517	196	551	87	0	467	425
Ccer1	0	0	5	0	0	0	0	0	0
Ccer2	0	1	0	0	0	0	0	0	0
Cchcr1	19	7	1	3	21	3	0	9	17
Ccin	16	0	14	2	3	3	0	2	0
Cck	0	4	0	0	0	0	0	2	0
Cckar	1	0	4	1	7	1	0	2	6
Cckbr	0	3	4	2	10	0	0	1	2
Ccl1	1	1	5	0	1	0	0	0	0
Ccl11	0	2	0	0	4	1	0	1	0
Ccl12	0	1	0	0	1	0	0	18	334
Ccl17	1	1	0	0	0	0	0	0	159
Ccl19	0	0	0	0	0	0	0	0	0
Ccl2	104	27	47	6	1	9	0	412	654
Ccl20	0	0	0	1	0	2	0	0	0
Ccl21a	0	0	0	0	0	0	0	0	0
Ccl21b	0	0	0	0	0	0	0	0	0
Ccl21c	0	0	0	0	0	0	0	0	0
Ccl22	6	2	7	0	2	0	0	2	27
Ccl24	0	5	9	1	1	0	0	95	84
Ccl25	188	77	141	54	161	42	0	132	136
Ccl26	0	0	0	0	0	0	0	0	0
Ccl27	0	0	0	0	0	0	0	1	0
Ccl27a	4	0	1	2	2	1	0	1	10
Ccl27b	0	0	0	0	0	0	0	0	0
Ccl28	6	7	0	2	6	3	0	2	2
Ccl3	54	94	28	18	14	7	0	73	438
Ccl4	75	92	20	25	8	9	0	76	543
Ccl5	717	255	57	121	193	86	0	329	46
Ccl6	7136	3567	9488	2239	2732	1830	1	9846	9350
Ccl7	1	0	3	1	4	0	0	52	383
Ccl8	0	0	0	0	0	1	0	2	482
Ccl9	4505	2548	5721	1296	821	1171	0	4706	4343
Ccm2	855	339	626	224	1085	135	0	488	723
Ccm2l	2	5	1	0	7	0	0	4	6
Ccna1	2	3	0	0	2	2	0	1	6
Ccna2	3	23	16	11	34	8	0	24	140
Ccnb1	2	3	6	2	5	7	0	1	58
Ccnb1ip1	0	0	0	2	3	2	0	6	4
Ccnb2	2	8	12	2	20	7	0	9	197
Ccnb3	2	10	3	2	3	0	0	3	3
Ccnc	512	200	396	184	218	124	0	371	369
Ccnd1	11	14	10	2	32	5	0	21	171
Ccnd2	209	62	32	50	186	27	0	105	520
Ccnd3	3395	1215	2764	749	2030	513	0	2521	1691
Ccndbp1	662	228	619	148	437	132	0	481	469
Ccne1	9	14	4	0	12	1	0	19	31
Ccne2	8	8	20	8	24	5	0	18	25
Ccnf	17	12	1	2	14	1	0	18	125
Ccng1	1044	476	739	401	545	173	0	785	897
Ccng2	243	76	226	88	115	63	0	112	190
Ccnh	309	124	207	104	147	64	0	277	316
Ccni	257	129	295	73	125	52	0	256	235
Ccnj	109	76	158	37	58	16	0	62	29
Ccnjl	1	2	2	2	0	0	0	0	4
Ccnk	150	33	151	43	98	27	0	100	125
Ccnl1	1098	516	1071	451	681	243	0	999	1567
Ccnl2	1754	771	1769	546	1706	413	0	1893	1749
Ccno	2	1	2	0	0	0	0	1	0
Ccnt1	591	211	455	147	392	96	0	480	485
Ccnt2	1053	407	765	286	796	194	0	795	888
Ccny	450	200	413	96	155	25	0	335	169
Ccnyl1	14	10	2	4	6	1	0	8	20
Ccp110	37	32	62	19	68	16	0	77	104
Ccpg1	49	36	99	19	134	8	0	15	29
Ccpg1os	10	4	14	2	7	5	0	3	5
Ccr1	820	157	244	57	0	31	0	2629	2113
Ccr10	0	0	0	0	2	0	1	0	5
Ccr1l1	4	1	0	0	2	0	0	3	13
Ccr2	27187	11717	16206	6230	915	3989	0	21126	4755
Ccr3	38	64	17	4	28	0	0	22	24
Ccr4	3	2	0	2	1	0	0	3	3
Ccr5	464	106	102	54	55	40	0	817	2490
Ccr6	4	2	10	0	0	0	0	0	6
Ccr7	6	2	4	0	0	0	0	0	0
Ccr8	1	0	0	0	0	0	0	3	0
Ccr9	29	11	23	6	17	11	0	28	12
Ccrl2	97	25	51	17	37	11	0	38	3438
Ccs	248	109	194	50	92	52	0	209	136
Ccsap	0	1	7	0	5	2	0	4	3
Ccser1	5	8	7	2	24	0	0	7	8
Ccser2	201	128	166	63	80	30	0	115	176
Cct2	1772	845	1501	469	856	348	0	1767	1627
Cct3	922	343	576	183	570	145	0	802	1193
Cct4	2028	912	1658	495	951	401	0	1484	1650
Cct5	2298	930	1940	535	751	414	0	1815	1712
Cct6b	8	2	5	0	1	0	0	7	4
Cct7	1367	573	1294	341	651	277	0	1206	1293
Cct8	2476	920	1722	561	981	423	0	1853	2319
Cct8l1	3	2	0	3	1	0	0	0	0
Ccz1	399	178	317	82	153	53	0	307	163
Cd101	14	15	17	3	14	7	0	11	85
Cd109	22	16	2	2	10	0	0	2	30
Cd14	243	42	311	32	53	45	0	634	5683
Cd151	116	38	103	24	44	15	0	142	224
Cd160	42	13	20	10	17	6	0	16	8
Cd163	82	22	98	12	6	15	0	43	328
Cd163l1	2	8	2	0	6	1	0	0	7
Cd164	800	383	727	217	390	176	0	926	1579
Cd164l2	3	0	0	0	0	0	0	0	0
Cd177	3034	1908	3405	888	11	830	0	3188	40
Cd180	848	437	755	220	798	169	0	637	724
Cd19	16	6	0	2	0	0	0	19	14
Cd1d1	37	20	35	15	49	6	0	24	113
Cd2	74	4	18	2	11	8	0	9	39
Cd200	5	5	2	2	8	1	0	2	31
Cd200r1	117	44	47	22	3	10	0	246	370
Cd200r2	3	0	2	4	2	0	0	2	8
Cd200r3	7	13	3	3	17	1	0	9	6
Cd200r4	53	33	13	6	10	11	0	49	294
Cd207	3	1	0	1	1	1	0	0	5
Cd209a	672	736	570	165	161	102	0	39	627
Cd209b	17	7	1	10	10	7	0	1	38
Cd209c	13	7	15	2	4	2	0	2	35
Cd209d	17	6	9	1	7	3	0	3	55
Cd209e	4	7	11	0	6	0	0	0	9
Cd209f	0	4	0	0	0	0	0	0	143
Cd209g	2	3	1	0	0	0	0	0	67
Cd22	44	3	3	6	210	5	0	5	197
Cd226	37	18	8	8	6	8	0	109	22
Cd244	3358	953	1758	939	2457	552	0	2540	2199
Cd247	52	13	9	7	18	14	1	27	6
Cd248	0	1	0	0	0	0	0	1	0
Cd24a	134	47	50	20	31	8	0	90	296
Cd27	93	34	87	22	125	14	0	35	57
Cd274	121	57	74	55	973	34	0	386	1753
Cd276	37	6	2	7	2	2	0	33	104
Cd28	1	0	0	0	0	0	0	0	1
Cd2ap	450	142	519	128	304	90	0	418	342
Cd2bp2	396	187	306	81	239	66	0	414	318
Cd300a	6533	3009	6080	1975	5835	1662	0	6162	4645
Cd300c	2	1	7	0	0	3	0	3	0
Cd300c2	1824	553	989	377	1968	277	0	1505	2795
Cd300e	86	21	13	29	4764	11	0	111	3167
Cd300lb	2548	1037	1880	592	1535	461	0	1226	1003
Cd300ld	1274	263	426	291	2833	157	0	927	2276
Cd300ld2	2	0	0	0	2	0	0	0	2
Cd300ld3	0	0	3	0	8	0	0	0	6
Cd300ld4	0	0	0	0	0	0	0	0	1
Cd300ld5	0	0	0	0	0	0	0	0	0
Cd300lf	695	64	147	36	124	49	0	1845	1139
Cd300lg	557	286	522	135	63	99	0	219	67
Cd302	1683	493	945	331	302	234	0	1630	952
Cd320	15	9	11	2	5	3	0	18	46
Cd33	738	428	732	221	23	178	0	4177	1769
Cd34	31	22	15	3	13	5	0	9	22
Cd36	276	267	156	257	4739	102	0	384	5337
Cd37	849	411	820	253	756	134	0	1327	813
Cd38	24	14	5	3	16	7	0	869	1118
Cd3d	3	0	1	1	4	0	0	1	2
Cd3e	3	0	2	0	1	0	0	1	18
Cd3eap	92	53	82	31	43	15	0	91	55
Cd3g	2	3	3	1	4	0	0	5	5
Cd4	1	3	1	0	3	0	0	4	247
Cd40	341	142	294	83	100	85	0	108	256
Cd40lg	1	3	0	0	2	1	0	2	0
Cd44	8300	3472	7940	2548	5240	1995	0	7484	7220
Cd46	44	15	55	9	36	8	0	47	27
Cd47	6351	2782	6113	1923	5225	1411	0	5152	4634
Cd48	3236	1414	2896	953	1939	635	0	1954	2302
Cd5	0	4	6	2	1	3	0	1	2
Cd52	4385	1765	3360	1019	1207	660	0	3451	2299
Cd53	8762	3716	6862	2808	4917	1600	1	7150	7737
Cd55	39	6	1	0	5	3	0	9	57
Cd55b	2	0	1	0	5	1	0	0	9
Cd59a	5	3	1	0	2	0	0	10	4
Cd59b	3	1	0	0	2	0	0	1	4
Cd5l	0	1	5	1	0	0	0	0	286
Cd6	4	5	2	1	6	2	0	2	3
Cd63	4	2	3	1	6	1	0	29	2434
Cd68	4734	1695	3334	997	2755	741	1	3026	5469
Cd69	175	70	301	13	98	38	0	56	329
Cd7	20	1	19	2	7	6	0	3	2
Cd70	0	0	0	1	0	0	0	0	0
Cd72	21	6	7	2	27	5	1	15	536
Cd74	11068	3758	5288	2596	3690	1790	0	10082	38852
Cd79a	8	3	3	2	28	1	0	3	10
Cd79b	124	65	117	32	66	18	0	71	120
Cd80	70	28	48	19	18	19	0	78	270
Cd81	152	51	28	22	305	18	0	166	4727
Cd82	293	86	200	75	1123	48	0	251	1046
Cd83	87	54	184	58	3328	41	0	39	6973
Cd84	1976	1291	2285	665	368	503	0	1583	1837
Cd86	560	315	415	158	156	82	0	493	1431
Cd8a	0	0	0	2	1	0	0	2	0
Cd8b1	1	0	1	2	1	1	0	0	1
Cd9	215	133	54	74	1402	55	1	658	4438
Cd93	695	183	518	129	42	72	0	747	344
Cd96	17	7	0	4	7	2	0	2	2
Cd99l2	149	47	159	39	26	24	0	58	95
Cda	7	2	2	0	1	0	0	3	3
Cdadc1	287	121	190	55	142	74	0	236	172
Cdan1	143	47	126	59	86	28	0	101	70
Cdc123	622	229	451	146	288	72	0	389	478
Cdc14a	279	85	251	52	179	58	0	160	251
Cdc14b	151	86	248	65	140	52	0	115	186
Cdc16	442	235	364	115	119	92	0	374	227
Cdc20	4	4	3	2	7	9	0	11	115
Cdc20b	28	5	4	0	6	2	0	6	1
Cdc23	339	132	213	72	222	38	0	221	252
Cdc25a	20	26	38	10	7	9	0	31	55
Cdc25b	31	10	40	11	9	20	0	23	114
Cdc25c	2	4	0	0	1	1	0	3	24
Cdc26	228	58	193	59	126	40	0	192	158
Cdc27	296	103	192	89	187	71	0	257	305
Cdc34	136	51	102	33	75	29	0	117	84
Cdc34b	1	0	0	0	1	0	0	1	1
Cdc37	1274	574	1119	275	600	211	0	935	930
Cdc37l1	349	172	272	107	282	72	0	299	335
Cdc40	797	322	771	255	696	135	0	831	688
Cdc42	11165	4704	7981	2928	5567	1956	0	7713	8591
Cdc42bpa	19	19	7	4	25	6	0	13	45
Cdc42bpb	125	61	126	35	135	37	0	134	178
Cdc42bpg	1	0	0	0	0	0	0	0	1
Cdc42ep1	7	0	2	0	1	2	0	0	2
Cdc42ep2	526	298	364	139	620	91	0	274	483
Cdc42ep3	557	260	492	148	371	110	0	345	231
Cdc42ep4	487	229	546	121	235	127	0	288	140
Cdc42se1	2353	985	1978	605	1170	442	0	1933	1115
Cdc42se2	2415	1048	1765	716	1248	444	0	2030	1825
Cdc45	36	11	9	7	19	6	0	46	46
Cdc5l	408	142	374	123	255	75	0	294	274
Cdc6	3	3	6	0	17	1	0	2	16
Cdc7	42	15	2	0	34	2	0	19	56
Cdc73	143	87	164	50	193	52	0	166	217
Cdca2	15	10	10	1	20	6	0	14	60
Cdca3	16	6	21	4	18	3	0	17	81
Cdca4	364	140	211	88	145	59	0	283	234
Cdca5	3	3	2	3	6	0	0	3	28
Cdca7	19	7	2	2	11	5	0	10	51
Cdca7l	41	10	21	16	46	8	0	32	42
Cdca8	8	9	14	2	12	8	0	12	132
Cdcp1	5	2	0	1	2	0	0	3	5
Cdcp2	10	4	5	0	3	1	0	4	2
Cdh1	9	2	1	2	12	2	0	6	126
Cdh10	4	4	4	0	4	0	0	2	4
Cdh11	7	6	7	4	1	3	0	11	20
Cdh12	16	5	3	15	13	1	0	14	12
Cdh13	16	10	8	2	20	2	0	11	4
Cdh15	1	0	0	0	0	0	0	0	1
Cdh16	7	10	3	3	5	1	0	5	1
Cdh17	4	3	2	1	22	4	0	6	3
Cdh18	14	5	0	3	4	7	0	9	6
Cdh19	1	4	0	2	12	2	0	0	5
Cdh2	0	13	6	4	4	1	0	3	2
Cdh20	2	1	7	5	13	1	0	2	16
Cdh22	6	9	8	1	0	0	0	5	5
Cdh23	423	170	376	93	152	103	0	356	93
Cdh24	7	10	3	0	5	1	0	7	2
Cdh26	2	2	5	0	7	1	0	6	5
Cdh3	9	7	4	0	2	0	0	2	15
Cdh4	6	7	1	1	3	0	0	3	1
Cdh5	2	7	3	0	1	0	0	3	4
Cdh6	20	13	19	9	14	2	0	9	11
Cdh7	6	10	4	13	15	2	0	3	5
Cdh8	3	10	7	0	12	6	0	8	8
Cdh9	8	5	1	1	2	0	0	1	3
Cdhr1	6	5	2	0	7	4	0	9	13
Cdhr2	2	2	3	0	10	0	0	5	4
Cdhr3	8	4	2	3	4	1	0	5	6
Cdhr4	6	0	0	1	2	1	0	4	0
Cdhr5	0	3	0	2	6	0	0	1	2
Cdip1	289	122	269	85	208	36	0	294	323
Cdipt	965	336	723	202	496	160	0	806	766
Cdk1	6	10	11	7	35	10	0	16	101
Cdk10	57	24	66	14	27	16	0	32	58
Cdk11b	609	296	673	187	533	120	0	580	590
Cdk12	374	160	266	86	260	47	0	318	284
Cdk13	287	141	288	88	306	66	0	171	212
Cdk14	293	129	179	138	564	67	0	194	573
Cdk15	1	2	0	0	2	3	0	3	8
Cdk16	486	180	366	41	84	38	0	232	122
Cdk17	289	110	206	58	366	26	0	164	319
Cdk18	1	3	1	0	4	5	0	3	15
Cdk19	619	221	394	171	321	93	0	379	289
Cdk2	288	105	228	80	205	54	0	207	242
Cdk20	89	25	98	10	28	17	0	149	97
Cdk2ap1	13	5	7	5	18	1	0	13	11
Cdk2ap2	576	212	501	138	293	93	0	374	259
Cdk4	632	203	425	143	270	92	0	417	597
Cdk5	145	76	168	29	78	21	0	127	163
Cdk5r1	1	0	4	0	2	0	0	7	1
Cdk5r2	0	0	0	0	0	0	0	0	0
Cdk5rap1	94	51	251	4	157	8	0	24	83
Cdk5rap2	82	26	54	22	94	12	0	69	134
Cdk5rap3	421	197	343	83	181	57	0	434	286
Cdk6	276	167	335	92	391	42	0	231	646
Cdk7	359	147	228	86	230	80	0	302	261
Cdk8	147	29	69	32	60	20	0	103	152
Cdk9	276	113	258	73	87	44	0	254	155
Cdkal1	238	99	200	81	261	37	0	152	300
Cdkl1	4	0	4	0	3	0	0	2	0
Cdkl2	12	10	27	3	6	3	0	13	15
Cdkl3	3	3	11	9	11	4	0	15	12
Cdkl4	5	11	8	2	6	0	0	0	20
Cdkl5	48	9	23	9	33	4	0	17	36
Cdkn1a	409	119	211	103	294	64	0	852	1721
Cdkn1b	495	175	707	179	975	100	0	430	1003
Cdkn1c	8	0	4	0	1	0	0	1	0
Cdkn2a	0	0	0	0	0	0	0	0	0
Cdkn2aip	192	99	232	57	168	51	0	147	141
Cdkn2aipnl	195	66	172	47	344	40	0	345	387
Cdkn2b	3	1	0	0	0	0	0	0	8
Cdkn2c	21	14	51	17	17	8	0	32	18
Cdkn2d	751	154	485	106	191	90	0	721	159
Cdkn3	7	3	1	3	11	1	0	5	62
Cdnf	9	8	9	6	25	0	0	14	9
Cdo1	11	2	1	1	1	1	0	2	17
Cdon	9	9	7	4	8	0	0	6	13
Cdpf1	91	20	90	18	34	10	0	38	79
Cdr1	0	1	0	0	0	0	0	0	1
Cdr2	12	5	20	2	18	2	0	7	25
Cdr2l	9	10	16	1	0	1	0	13	0
Cdrt4	0	0	1	0	0	0	0	0	2
Cds1	70	32	36	12	18	12	0	66	32
Cds2	760	273	616	154	502	128	0	782	478
Cdsn	0	1	2	0	0	0	0	0	3
Cdt1	181	93	130	58	111	19	0	169	173
Cdv3	238	91	178	89	126	40	0	204	250
Cdx1	4	0	0	0	1	0	0	0	1
Cdx2	1	0	1	0	0	1	0	0	1
Cdx4	1	1	5	0	3	0	0	0	2
Cdyl	68	22	59	24	117	21	0	83	95
Cdyl2	84	21	71	12	21	18	0	49	35
Ceacam1	1815	571	1248	590	3119	355	0	1576	1933
Ceacam10	0	2	0	0	2	0	0	0	1
Ceacam11	3	5	1	0	2	1	0	0	13
Ceacam12	3	0	3	2	3	0	0	11	4
Ceacam13	3	1	5	0	4	2	0	6	4
Ceacam14	0	4	2	0	0	0	0	2	3
Ceacam15	1	3	0	1	0	0	0	0	4
Ceacam16	1	0	3	1	2	0	0	4	4
Ceacam18	9	3	10	1	0	4	0	16	11
Ceacam19	89	54	113	23	24	19	0	52	17
Ceacam2	12	7	16	5	11	4	0	6	22
Ceacam20	3	3	3	0	2	0	0	0	3
Ceacam3	1	5	2	6	1	0	0	0	3
Ceacam5	4	3	2	1	7	1	0	2	3
Ceacam9	3	0	0	0	0	0	0	3	0
Cebpa	130	36	226	33	36	20	0	112	109
Cebpb	332	56	30	15	54	4	0	19	34
Cebpd	699	244	545	21	33	22	0	109	51
Cebpe	4	5	9	0	0	0	0	4	2
Cebpg	361	165	492	114	347	72	0	342	429
Cebpz	318	173	344	123	393	86	0	416	420
Cebpzos	42	22	41	6	18	5	0	21	48
Cecr2	13	26	11	8	21	3	0	10	12
Cecr6	14	5	9	14	75	4	0	14	32
Cel	1	0	1	0	5	3	0	0	1
Cela1	2	2	0	2	4	5	0	25	25
Cela2a	2	0	0	1	8	2	0	2	0
Cela3a	1	2	1	1	8	0	0	0	0
Cela3b	1	0	0	2	0	0	0	1	0
Celf1	100	31	81	7	20	6	0	46	22
Celf2	2749	1113	2648	859	2896	587	0	2199	2768
Celf3	14	7	31	6	17	8	0	16	7
Celf4	77	19	56	12	11	19	0	22	47
Celf5	2	0	0	0	1	0	0	1	3
Celf6	0	3	0	0	9	0	0	1	3
Celsr1	23	7	15	0	8	2	0	9	5
Celsr2	14	5	5	5	10	4	0	13	2
Celsr3	19	9	20	1	11	4	0	32	10
Cemip	21	17	14	4	10	2	0	7	6
Cend1	0	0	0	1	0	0	0	0	4
Cenpa	98	39	108	26	99	31	0	79	314
Cenpb	141	81	131	28	35	18	0	134	164
Cenpc1	122	42	47	40	79	27	0	74	125
Cenpe	15	17	16	9	27	4	0	11	135
Cenpf	17	9	9	5	21	2	0	5	89
Cenph	3	4	4	0	4	0	0	1	23
Cenpi	11	8	2	7	12	1	0	10	70
Cenpj	33	47	40	27	27	23	0	50	56
Cenpk	17	13	7	4	12	4	0	14	11
Cenpl	93	47	79	33	104	23	0	93	81
Cenpm	6	6	6	1	0	3	0	9	27
Cenpn	5	8	8	7	11	5	0	2	47
Cenpo	89	62	74	34	55	18	0	76	83
Cenpp	6	0	4	2	3	0	0	1	13
Cenpq	63	28	46	17	60	9	0	53	78
Cenps	5	3	2	1	10	2	0	2	9
Cenpt	46	29	53	21	70	17	0	39	89
Cenpu	10	1	2	0	9	2	0	13	19
Cenpv	17	2	5	1	3	1	0	3	8
Cenpw	18	3	9	2	3	3	0	29	45
Cenpx	180	90	173	60	119	25	0	160	189
Cep104	183	67	143	48	65	59	0	115	107
Cep112	3	12	11	5	20	3	0	8	17
Cep120	321	109	249	78	295	67	0	263	393
Cep126	7	2	7	1	7	5	0	4	2
Cep128	134	86	123	60	227	35	0	151	121
Cep131	54	20	34	5	5	4	0	18	15
Cep135	114	49	77	55	110	41	0	170	156
Cep152	69	55	81	21	51	11	0	87	129
Cep162	125	76	122	45	97	33	0	74	122
Cep164	112	37	92	26	68	17	0	113	102
Cep170	900	476	1028	377	648	164	0	783	808
Cep170b	6	6	1	3	5	0	0	2	14
Cep19	113	29	60	15	26	26	0	111	42
Cep192	250	163	249	73	228	68	0	273	273
Cep250	239	123	210	75	172	61	0	240	297
Cep290	68	45	62	32	35	17	0	49	98
Cep295	210	112	103	63	212	44	0	155	239
Cep295nl	10	2	8	6	1	4	0	4	10
Cep350	518	230	478	177	326	128	0	354	510
Cep41	16	4	16	6	4	6	0	6	15
Cep44	126	40	79	27	74	28	0	70	100
Cep55	4	2	2	2	4	3	0	9	76
Cep57	163	98	204	73	146	52	0	220	155
Cep57l1	39	19	32	4	37	3	0	31	56
Cep63	224	106	232	66	72	39	0	246	135
Cep68	147	60	119	55	95	41	0	166	218
Cep70	168	73	119	37	116	19	0	94	137
Cep72	56	29	9	8	12	1	0	31	36
Cep76	55	18	54	19	40	1	0	69	64
Cep78	189	59	61	9	9	5	0	42	27
Cep83	175	104	186	30	75	23	0	137	93
Cep85	360	80	401	68	296	97	0	423	347
Cep85l	232	107	210	46	115	30	0	130	122
Cep89	40	9	37	4	27	3	0	40	47
Cep95	112	38	77	32	122	25	0	61	158
Cep97	50	18	20	16	10	11	0	11	25
Cept1	1629	605	1070	410	1203	345	0	1156	1449
Cer1	0	1	0	1	0	0	0	0	0
Cercam	32	16	27	5	6	3	0	23	51
Cerk	388	123	316	46	71	48	1	195	313
Cerkl	57	25	53	19	46	14	0	41	15
Cers1	0	0	1	0	0	1	0	1	0
Cers2	1864	752	1531	455	1083	371	0	2008	1438
Cers3	4	0	5	3	1	0	0	5	5
Cers4	108	52	41	24	39	5	0	14	52
Cers5	1324	404	993	258	638	201	0	987	813
Cers6	3109	1418	2807	851	1069	605	0	3101	1498
Ces1a	6	2	2	2	1	0	0	6	1
Ces1b	8	1	5	1	3	0	0	2	1
Ces1c	6	4	3	6	2	1	0	0	3
Ces1d	5	2	15	2	8	0	0	2	5
Ces1e	2	1	2	0	9	1	0	0	8
Ces1f	8	3	5	2	4	1	0	1	4
Ces1g	3	4	0	0	0	0	0	2	2
Ces1h	3	2	2	0	1	1	0	0	4
Ces2a	1	3	4	1	2	0	0	2	8
Ces2b	2	0	8	1	5	0	0	1	2
Ces2c	1	0	4	0	1	0	0	1	1
Ces2e	11	4	9	0	8	2	0	2	16
Ces2f	1	1	6	0	2	0	0	4	1
Ces2g	6	3	4	1	4	0	0	4	2
Ces2h	4	4	0	4	0	0	0	1	1
Ces3a	3	0	2	0	2	0	0	5	10
Ces3b	0	2	0	0	8	0	0	0	1
Ces4a	9	3	4	2	13	0	0	1	4
Ces5a	4	1	2	0	3	1	0	3	5
Cetn1	1	0	0	0	0	0	0	0	1
Cetn2	274	80	215	79	115	54	0	220	196
Cetn3	430	168	334	117	208	80	0	398	395
Cetn4	1	13	4	2	4	1	0	4	12
Cfap100	5	3	5	0	2	2	0	5	4
Cfap126	23	8	26	6	20	2	0	13	7
Cfap157	7	3	2	2	9	1	0	9	10
Cfap161	5	3	0	5	5	0	0	9	0
Cfap20	214	95	260	72	203	53	0	332	277
Cfap206	1	0	4	0	6	0	0	2	6
Cfap221	6	2	7	2	4	1	0	2	10
Cfap36	81	39	71	29	38	22	0	139	80
Cfap43	606	220	693	133	467	119	0	504	547
Cfap44	10	6	5	6	10	1	0	10	11
Cfap45	29	9	37	7	13	6	0	19	39
Cfap46	10	5	17	4	8	4	0	3	9
Cfap52	6	2	7	3	4	0	0	3	2
Cfap53	10	1	1	1	0	0	0	4	0
Cfap54	22	16	20	15	17	7	0	20	32
Cfap57	2	10	2	0	1	0	0	1	7
Cfap58	2	4	4	1	4	3	0	2	7
Cfap61	4	10	8	2	15	4	0	16	18
Cfap65	9	4	5	1	0	1	0	1	16
Cfap69	3	9	7	3	6	1	0	1	8
Cfap70	3	7	7	1	6	4	0	7	7
Cfap73	0	0	0	1	0	0	0	2	0
Cfap74	32	11	16	10	12	11	0	11	8
Cfap77	1	0	2	0	1	0	0	3	3
Cfap97	197	48	158	44	158	23	0	136	146
Cfap99	8	5	17	2	1	4	0	2	6
Cfb	4	1	1	0	1	0	0	2	14
Cfc1	1	2	0	1	0	1	0	0	4
Cfd	0	0	0	0	0	0	0	0	0
Cfdp1	418	166	320	90	160	60	0	194	315
Cfh	795	241	695	181	295	177	0	1350	1428
Cfhr1	0	5	2	1	0	2	0	1	0
Cfhr2	3	0	8	0	0	0	0	0	1
Cfi	10	0	2	1	3	0	0	1	1
Cfl1	3795	1275	3082	891	2085	565	0	3447	3296
Cfl2	216	111	251	63	121	68	0	226	194
Cflar	742	361	598	225	611	191	0	742	840
Cfp	1823	770	1389	283	253	215	0	1073	3850
Cftr	11	8	4	2	14	4	0	6	15
