	Mo.Ly6C+.Lu#1	Mo.Ly6C+.Lu#2	Mo.Ly6C+.Lu#3	Mo.Ly6C+.Lu.KPd17#1	Mo.Ly6C+.Lu.KPd17#2	Mo.Ly6C+.Lu.KPd28#1	Mo.Ly6C+.Lu.KPd28#2	Mo.Ly6C+.Lu.KPd28#3
Bmp10	0	0	1	1	3	0	0	0
Bmp15	0	0	0	0	2	0	0	1
Bmp2	0	2	2	2	7	3	6	1
Bmp2k	257	392	134	220	256	323	344	287
Bmp3	11	11	1	3	12	5	2	3
Bmp4	3	1	1	0	1	1	1	1
Bmp5	4	1	0	0	5	0	7	0
Bmp6	1	3	2	0	2	7	1	0
Bmp7	0	1	1	0	2	0	1	0
Bmp8a	2	0	1	0	4	8	0	0
Bmp8b	2	11	1	0	2	7	6	3
Bmper	5	0	3	2	8	6	3	2
Bmpr1a	3	9	1	1	4	2	7	4
Bmpr1b	10	14	5	0	15	7	8	9
Bmpr2	476	740	417	434	627	385	501	587
Bms1	317	384	195	235	275	151	289	372
Bmt2	124	165	101	104	165	104	144	90
Bmx	243	248	99	173	127	151	238	225
Bmyc	34	32	13	12	30	20	12	14
Bnc1	4	3	6	3	5	0	5	2
Bnc2	5	16	6	1	7	8	5	12
Bnip1	90	124	64	75	71	124	125	76
Bnip2	1255	1339	908	1218	1376	1591	1619	1709
Bnip3	38	23	26	17	30	57	75	52
Bnip3l	637	1028	717	738	893	769	718	777
Bnipl	10	3	0	1	5	2	1	5
Boc	6	1	2	2	3	6	8	0
Bod1	17	14	20	10	30	17	5	14
Bod1l	255	419	210	213	318	479	278	306
Bok	2	0	2	0	4	0	2	5
Bola1	43	53	21	31	29	79	36	29
Bola2	145	205	106	96	145	143	109	146
Bola3	41	46	19	23	38	40	47	46
Boll	5	6	2	0	1	0	0	1
Bop1	295	353	197	226	295	409	426	450
Bora	25	34	20	25	23	29	34	33
Borcs5	200	224	120	99	122	176	162	140
Borcs6	122	275	108	100	205	82	122	115
Borcs7	121	124	90	90	76	122	113	108
Borcs8	213	234	127	141	134	200	166	228
Bpgm	85	69	29	77	55	60	62	66
Bphl	123	111	55	100	99	121	151	123
Bpi	0	3	0	0	2	0	0	0
Bpifa1	0	5	0	0	1	2	2	7
Bpifa2	1	1	2	1	6	1	0	0
Bpifa3	3	2	0	2	2	1	1	1
Bpifa5	0	8	0	0	4	0	2	0
Bpifa6	5	0	1	2	2	0	5	1
Bpifb1	9	6	0	2	2	1	2	5
Bpifb2	7	1	0	0	4	0	2	6
Bpifb3	4	1	0	1	0	2	1	1
Bpifb4	6	0	3	0	2	1	4	0
Bpifb5	2	3	1	0	3	2	0	0
Bpifb6	0	4	0	2	5	1	4	3
Bpifb9a	1	5	0	0	1	3	0	1
Bpifb9b	0	3	0	0	2	0	0	1
Bpifc	1	2	0	2	5	0	10	9
Bpnt1	113	120	59	104	105	201	144	139
Bptf	414	558	336	236	450	467	327	397
Braf	405	385	213	255	386	225	441	522
Brap	251	564	300	158	380	223	420	265
Brat1	357	277	211	229	182	226	227	320
Brca1	0	4	10	5	14	0	12	25
Brca2	61	25	38	19	30	12	26	39
Brcc3	267	354	163	226	275	289	349	346
Brd1	219	335	200	151	248	335	233	215
Brd2	1108	1362	825	987	1144	1031	896	1202
Brd3	254	366	220	234	278	356	226	244
Brd3os	4	4	1	3	2	5	21	15
Brd4	603	845	439	482	579	697	565	570
Brd7	561	713	380	471	528	582	529	632
Brd8	328	460	277	301	397	306	329	416
Brd9	222	299	195	195	291	234	194	257
Brdt	6	1	2	8	2	2	2	3
Brf1	223	362	189	143	303	270	273	266
Brf2	20	51	18	24	27	9	30	34
Bri3	33	55	46	18	47	42	38	32
Bri3bp	886	896	433	557	761	542	819	761
Bricd5	0	0	0	0	0	0	0	0
Brinp1	2	6	1	0	4	0	6	3
Brinp2	0	22	16	3	9	2	4	4
Brinp3	6	0	3	2	6	0	12	2
Brip1	13	25	7	5	27	9	15	9
Brix1	192	230	120	140	205	249	282	247
Brk1	1018	1374	815	816	1065	1435	1197	1215
Brms1	291	410	238	238	350	365	394	350
Brms1l	107	171	89	107	169	125	132	204
Brox	243	330	191	259	343	140	360	325
Brpf1	509	567	329	336	451	410	518	519
Brpf3	58	69	37	37	55	59	37	43
Brs3	0	2	6	0	0	0	0	0
Brsk1	33	32	36	29	38	9	24	31
Brsk2	17	15	9	13	14	2	7	8
Brwd1	272	464	210	263	476	358	346	380
Brwd3	114	116	68	89	112	95	108	167
Bscl2	1022	1152	724	832	1070	1418	1135	1347
Bsdc1	259	326	177	209	274	263	249	318
Bsg	767	861	523	594	713	1120	1086	1023
Bsn	5	22	4	7	18	5	8	5
Bsnd	2	0	0	0	1	0	0	2
Bsph1	3	1	0	0	0	0	0	0
Bsph2	3	0	1	1	3	0	4	0
Bspry	1	3	0	0	0	0	0	1
Bst1	305	143	99	117	117	503	707	665
Bst2	439	848	360	349	451	513	307	316
Bsx	3	0	2	0	1	2	0	0
Btaf1	510	695	291	296	568	475	636	563
Btbd1	60	95	43	48	69	82	82	76
Btbd10	244	228	184	188	251	237	166	264
Btbd11	4	15	8	3	15	1	10	9
Btbd16	1	3	2	1	2	3	2	6
Btbd17	2	0	3	2	2	0	0	0
Btbd18	0	10	0	0	5	8	8	0
Btbd19	57	44	18	30	37	54	78	65
Btbd2	86	56	40	45	25	36	36	40
Btbd3	17	46	18	24	74	8	19	42
Btbd35f1	0	0	0	0	0	0	0	0
Btbd35f10	0	0	0	0	0	0	0	0
Btbd35f11	0	0	0	0	0	0	0	0
Btbd35f12	0	0	0	0	0	0	0	0
Btbd35f13	0	0	0	0	0	0	0	0
Btbd35f14	0	0	0	0	0	0	0	0
Btbd35f15	0	0	0	0	0	0	0	0
Btbd35f16	0	0	0	0	0	0	0	0
Btbd35f17	0	0	0	0	0	0	0	0
Btbd35f18	0	0	0	0	0	0	0	0
Btbd35f19	0	0	0	0	0	0	0	0
Btbd35f2	0	0	0	0	0	0	0	0
Btbd35f20	0	0	0	0	0	0	0	0
Btbd35f21	0	1	0	0	0	0	0	0
Btbd35f22	0	0	0	0	0	0	0	0
Btbd35f23	0	0	0	0	0	0	1	0
Btbd35f24	0	0	0	0	0	0	0	0
Btbd35f25	0	0	0	1	0	0	0	0
Btbd35f26	0	0	0	0	0	0	0	0
Btbd35f27	0	0	0	0	0	0	0	0
Btbd35f28	0	0	0	0	0	0	0	0
Btbd35f29	0	0	0	0	0	0	0	0
Btbd35f3	0	0	0	0	0	0	0	0
Btbd35f30	0	0	0	0	0	0	0	0
Btbd35f4	0	0	0	0	0	0	0	0
Btbd35f5	0	0	0	0	0	0	0	0
Btbd35f6	0	0	0	0	0	0	0	0
Btbd35f7	1	0	0	0	0	0	0	0
Btbd35f8	0	0	0	0	0	0	0	0
Btbd35f9	0	0	0	0	0	0	0	0
Btbd6	22	22	23	20	25	20	8	16
Btbd7	195	300	227	156	302	230	228	332
Btbd8	4	14	11	11	28	8	5	1
Btbd9	403	470	246	254	380	418	342	370
Btc	3	2	0	7	13	2	1	1
Btd	122	149	69	80	138	105	92	98
Btf3	398	585	322	388	494	726	586	579
Btf3l4	96	84	48	70	91	76	105	84
Btg1	1002	1041	516	605	694	2148	924	823
Btg1-ps1	2	0	1	0	0	0	0	0
Btg1-ps2	0	2	0	0	2	0	0	0
Btg2	1835	2008	1123	1342	1611	10498	1930	1958
Btg3	2	5	1	4	4	5	5	3
Btg4	4	1	1	2	5	4	2	4
Btk	720	1167	639	622	781	949	913	959
Btla	496	643	238	349	389	194	176	226
Btn1a1	2	2	1	0	1	0	1	4
Btn2a2	4	3	0	0	0	1	0	0
Btnl1	0	1	2	0	2	2	0	0
Btnl10	1	2	0	0	10	0	5	0
Btnl2	2	2	2	2	7	0	9	5
Btnl4	0	0	3	0	0	2	2	5
Btnl6	0	5	0	0	3	1	0	0
Btnl9	13	9	6	2	12	2	12	9
Btrc	162	157	104	122	159	86	115	163
Bub1	2	8	6	2	7	1	27	2
Bub1b	48	59	39	34	43	58	103	62
Bub3	726	973	462	537	747	985	748	970
Bud13	58	112	53	65	102	107	76	120
Bud23	231	274	135	122	128	210	251	252
Bud31	195	230	141	151	210	320	246	256
Bves	6	1	1	2	4	1	1	2
Bysl	198	194	109	141	194	258	233	269
Bzw1	1365	1714	1068	1157	1670	1019	1848	2090
Bzw2	134	151	99	70	151	156	179	173
C030005K15Rik	0	0	0	0	0	2	0	1
C130026I21Rik	10	10	5	3	5	8	6	5
C130032M10Rik	0	0	0	0	1	0	0	0
C130050O18Rik	507	330	264	302	287	379	392	445
C130060K24Rik	0	3	3	0	1	1	0	3
C130073F10Rik	0	0	0	0	0	0	6	0
C130074G19Rik	1	2	1	0	6	1	2	2
C130079G13Rik	5	0	2	5	4	0	7	10
C1d	450	483	371	352	455	698	624	585
C1galt1	167	218	150	115	207	163	160	215
C1galt1c1	982	1073	457	698	893	862	795	810
C1qa	11	0	1	30	117	899	713	761
C1qb	67	43	30	72	263	2248	1983	1811
C1qbp	167	227	153	167	207	377	350	323
C1qc	21	15	7	25	143	926	854	543
C1ql1	1	0	0	0	0	0	0	0
C1ql2	0	0	0	1	0	0	0	2
C1ql3	1	1	3	0	3	0	2	0
C1ql4	0	1	0	1	0	0	0	0
C1qtnf1	0	0	0	0	0	0	0	0
C1qtnf12	38	31	19	9	42	29	14	36
C1qtnf2	0	3	0	0	2	1	0	0
C1qtnf3	7	4	0	2	0	0	1	2
C1qtnf4	0	0	0	0	0	0	0	0
C1qtnf5	0	0	0	0	0	0	0	0
C1qtnf6	2	2	2	4	5	12	0	2
C1qtnf7	1	4	4	5	9	10	1	0
C1qtnf9	2	0	0	0	3	0	1	0
C1ra	20	9	12	17	27	31	28	53
C1rb	0	0	1	0	2	0	1	0
C1rl	166	46	41	36	40	146	291	243
C1s1	3	6	3	0	1	2	0	0
C1s2	0	3	2	2	1	1	3	2
C2	0	2	1	2	3	1	0	1
C2cd2	61	105	50	43	101	91	87	99
C2cd2l	63	69	51	32	41	89	42	64
C2cd3	333	426	277	264	325	280	180	277
C2cd4a	2	0	0	0	0	0	1	0
C2cd4b	1	0	0	0	0	0	0	0
C2cd4c	1	0	3	4	0	5	1	2
C2cd4d	0	2	3	0	0	0	4	0
C2cd5	472	654	299	359	406	240	392	389
C2cd6	0	2	3	4	8	3	3	2
C3	3702	4069	2229	2668	3164	1591	2835	3253
C330007P06Rik	94	123	76	115	98	102	118	147
C330018D20Rik	112	119	44	65	81	56	64	105
C330021F23Rik	3	0	0	1	0	0	4	1
C330027C09Rik	4	6	4	14	10	5	15	13
C3ar1	61	83	21	71	182	567	2085	1594
C430049E01Rik	0	0	0	0	6	0	0	3
C4b	40	2	9	9	10	77	289	165
C4bp	17	8	6	4	15	0	1	15
C530008M17Rik	3	5	0	1	9	2	15	4
C530025M09Rik	0	1	0	0	0	0	0	0
C5ar1	409	212	169	116	164	1487	2406	1829
C5ar2	66	32	28	22	19	53	130	129
C6	5	7	3	3	7	3	11	0
C7	1	0	1	0	2	1	3	6
C730034F03Rik	4	5	2	5	14	21	12	22
C77080	2	0	2	6	6	0	7	9
C87414	2	1	1	1	0	2	0	0
C87436	155	173	103	155	147	157	172	174
C87499	4	4	3	1	12	0	5	5
C87977	0	0	1	5	11	8	8	6
C8a	7	1	1	3	4	3	5	3
C8b	4	1	3	1	2	0	1	3
C8g	20	20	13	15	35	16	32	22
C9	10	6	4	5	5	4	4	5
CK137956	4	2	1	0	0	0	1	1
CN725425	0	0	0	0	1	0	1	4
Caap1	29	42	13	13	33	31	43	28
Cab39	272	305	188	153	269	268	333	303
Cab39l	322	372	281	260	345	285	296	364
Cabcoco1	0	5	0	0	2	0	0	1
Cabin1	674	843	467	499	730	623	591	671
Cables1	5	18	1	0	6	13	12	6
Cables2	28	38	42	41	45	51	35	49
Cabp1	2	0	0	0	0	0	0	0
Cabp2	0	0	0	0	0	0	0	0
Cabp4	2	0	0	0	0	1	1	3
Cabp5	2	0	0	1	1	0	0	1
Cabp7	0	5	1	1	2	0	0	0
Cabs1	0	3	0	0	0	0	0	1
Cabyr	0	2	3	6	7	8	12	14
Cacfd1	275	329	214	231	284	331	361	300
Cachd1	18	11	7	4	22	1	6	5
Cacna1a	5	3	2	1	11	8	11	3
Cacna1b	11	18	9	8	7	2	11	1
Cacna1c	15	12	5	9	19	18	19	18
Cacna1d	92	82	52	62	135	90	208	119
Cacna1e	27	65	5	12	47	15	15	22
Cacna1f	25	28	17	32	35	40	20	20
Cacna1g	2	1	3	1	9	0	0	3
Cacna1h	1	3	5	0	7	2	2	1
Cacna1i	1	2	1	5	4	3	1	4
Cacna1s	4	4	3	4	6	3	1	3
Cacna2d1	9	8	4	4	26	1	5	7
Cacna2d2	3	2	3	3	4	1	0	0
Cacna2d3	15	17	1	3	8	0	10	5
Cacna2d4	9	6	8	5	6	2	5	3
Cacnb1	28	37	14	9	22	14	4	10
Cacnb2	7	21	8	7	16	3	5	7
Cacnb3	1	3	3	0	6	1	2	8
Cacnb4	5	12	1	9	12	7	5	5
Cacng1	0	0	0	0	1	0	0	2
Cacng2	4	5	2	0	1	2	1	0
Cacng3	5	0	0	3	3	1	0	0
Cacng4	0	0	0	3	2	0	0	0
Cacng5	8	3	1	0	6	0	0	1
Cacng6	0	0	0	0	0	0	0	0
Cacng7	0	0	0	0	0	0	0	0
Cacng8	0	0	0	0	0	0	0	0
Cactin	255	268	169	96	206	166	215	140
Cacul1	302	376	242	269	352	219	335	357
Cacybp	389	330	345	289	513	592	426	477
Cad	85	61	44	42	89	41	86	78
Cadm1	8	23	9	7	28	42	12	26
Cadm2	10	10	11	8	5	0	3	6
Cadm3	5	23	9	9	31	2	2	11
Cadm4	0	2	0	0	2	1	0	5
Cadps	16	27	14	12	39	3	12	17
Cadps2	9	7	10	2	7	0	3	7
Cage1	8	2	9	3	15	4	8	6
Calb1	2	14	0	1	4	0	2	3
Calb2	0	1	0	0	0	0	7	0
Calca	4	1	1	2	2	0	2	0
Calcb	3	1	2	0	4	0	1	0
Calcoco1	150	256	118	150	156	147	141	164
Calcoco2	0	0	1	1	4	0	0	1
Calcr	4	6	5	0	2	0	6	1
Calcrl	164	336	172	191	247	165	152	185
Cald1	10	25	6	12	21	23	44	21
Calhm1	2	0	4	3	1	2	0	0
Calhm2	1052	1450	1037	998	1276	1030	661	775
Calhm3	1	10	1	0	0	0	0	1
Calm1	5364	6070	3577	3708	4690	7509	5077	5366
Calm2	1421	1465	1013	892	1180	1903	1940	1746
Calm3	306	348	188	162	268	385	298	270
Calm4	0	17	0	0	2	0	0	1
Calm5	0	8	0	0	0	2	0	0
Calml3	0	1	0	0	1	0	0	0
Calml4	12	3	4	6	9	11	14	11
Caln1	2	7	3	0	5	2	2	7
Calr	1441	1764	792	951	1198	1499	2073	2090
Calr3	7	1	3	3	7	6	2	6
Calr4	9	2	3	4	2	1	3	6
Calu	799	1032	539	656	738	610	990	958
Caly	1	1	0	0	1	1	4	1
Camk1	440	513	250	212	388	351	396	314
Camk1d	1761	1843	972	1192	1402	1028	1245	1366
Camk1g	1	0	2	4	2	0	0	1
Camk2a	3	0	1	0	4	4	4	10
Camk2b	23	4	22	19	39	12	8	12
Camk2d	1401	1263	1132	673	1186	1652	2054	1698
Camk2g	268	226	160	156	175	296	480	352
Camk2n1	1	0	1	0	2	2	2	10
Camk2n2	0	0	0	2	0	2	0	0
Camk4	51	41	15	22	50	8	12	17
Camkk1	6	9	14	0	5	40	78	56
Camkk2	678	1182	709	542	971	512	420	497
Camkmt	49	36	40	35	42	32	18	26
Camkv	0	6	0	0	2	0	0	3
Caml	139	158	112	125	158	296	136	176
Camp	0	0	1	0	0	0	0	1
Camsap1	30	46	43	22	38	39	42	54
Camsap2	104	142	85	65	106	133	136	126
Camsap3	2	12	1	4	6	6	3	9
Camta1	56	90	40	45	54	95	83	67
Camta2	585	633	306	436	506	396	448	582
Cand1	326	407	283	298	413	137	400	453
Cand2	2	4	3	8	8	2	4	1
Cant1	346	438	211	247	336	327	331	459
Canx	3291	4397	2161	2995	3195	2876	4096	4170
Cap1	1527	1848	891	1087	1333	1153	1353	1589
Cap2	8	5	2	1	4	0	8	2
Capg	2298	2924	1620	1919	2238	3281	2740	2763
Capn1	120	171	89	84	114	61	114	127
Capn10	94	55	35	28	80	83	93	67
Capn11	0	22	2	0	1	3	3	2
Capn12	4	2	3	4	16	5	2	9
Capn13	1	0	0	0	3	0	3	2
Capn15	77	151	76	70	136	107	81	116
Capn2	1688	1874	1120	1245	1390	966	1594	1844
Capn3	8	6	4	7	7	5	9	11
Capn5	6	44	9	20	9	12	14	3
Capn6	8	1	0	1	4	6	4	5
Capn7	372	586	383	414	479	242	412	449
Capn8	2	3	1	1	3	4	2	5
Capn9	0	0	2	1	4	2	0	0
Capns1	321	399	189	186	269	470	331	294
Capns2	6	19	9	4	19	15	10	11
Caprin1	1610	1920	1287	1530	1913	959	1875	2310
Caprin2	19	16	18	7	38	3	8	17
Caps2	3	1	2	0	3	3	4	2
Capsl	7	3	4	8	3	7	2	7
Capza1	466	515	314	446	500	404	575	569
Capza2	8403	9319	6378	7833	9445	10074	9201	10490
Capza3	0	2	0	0	0	0	2	0
Capzb	3993	4476	2829	3002	3811	5493	4172	4616
Car1	1	0	4	2	0	1	5	2
Car10	14	14	5	2	6	3	5	21
Car11	0	2	1	0	0	0	0	0
Car12	0	12	5	3	5	6	7	5
Car13	15	9	26	2	21	18	49	38
Car14	2	2	6	1	1	0	3	0
Car15	1	3	0	5	0	3	3	4
Car2	6	10	4	4	4	16	6	20
Car3	1	4	0	0	4	0	4	0
Car4	0	53	0	9	1	47	14	11
Car5a	1	0	1	0	2	0	0	0
Car5b	5	3	3	8	6	9	13	11
Car6	1	4	1	1	3	10	33	3
Car7	5	9	3	10	2	9	5	3
Car8	11	14	8	9	26	8	11	5
Car9	13	18	22	7	35	32	34	20
Card10	71	77	34	23	58	36	11	21
Card11	18	139	1	7	31	5	20	8
Card14	3	10	6	2	6	6	3	3
Card19	364	427	270	253	320	820	484	438
Card6	119	153	82	52	87	69	119	117
Card9	665	663	421	369	552	694	646	755
Carf	52	69	27	37	40	79	98	58
Carhsp1	268	233	176	242	236	287	411	382
Carm1	87	91	64	53	102	53	122	91
Carmil1	40	99	18	15	44	22	58	59
Carmil2	3	14	1	5	5	4	8	1
Carmil3	1	1	0	2	6	3	0	1
Carnmt1	7	4	9	0	7	6	5	5
Carns1	2	1	0	0	0	1	3	0
Cars	178	181	105	112	174	172	212	236
Cars2	194	248	120	116	200	214	128	180
Cartpt	0	0	0	0	1	0	0	0
Casc1	8	26	3	13	14	4	12	5
Casc3	142	216	92	77	148	120	98	104
Casc4	4	17	18	8	8	7	4	0
Casd1	73	77	62	73	78	75	117	66
Cask	263	426	226	239	315	367	367	294
Caskin1	1	13	0	0	7	6	3	4
Caskin2	8	5	5	3	5	17	7	10
Casp1	939	1086	711	783	1059	1207	808	882
Casp12	19	18	16	15	15	17	37	20
Casp14	2	1	0	0	1	0	0	2
Casp2	607	666	473	499	664	411	598	556
Casp3	319	473	424	385	431	357	367	355
Casp4	676	741	507	618	800	933	578	665
Casp6	232	225	131	175	208	422	379	387
Casp7	132	137	114	76	117	178	111	204
Casp8	897	954	550	617	930	1063	899	1132
Casp8ap2	251	190	106	147	170	186	202	240
Casp9	348	390	224	273	332	209	248	278
Casq1	6	14	0	0	2	1	1	4
Casq2	3	2	2	1	3	0	1	9
Casr	3	6	0	0	6	3	0	5
Cass4	186	115	106	116	151	114	170	219
Cast	1116	1355	1006	1007	1195	933	1482	1529
Casz1	28	55	41	24	26	25	45	32
Cat	979	1188	598	778	893	768	607	880
Catip	1	3	1	2	4	21	2	6
Catsper1	0	0	0	2	3	0	0	1
Catsper2	24	10	12	7	9	5	14	12
Catsper3	4	3	2	0	3	0	3	6
Catsper4	0	0	3	0	2	1	0	1
Catsperb	10	7	3	2	9	0	9	4
Catsperd	2	0	3	0	0	0	0	3
Catsperg1	9	26	7	7	18	7	18	17
Catsperg2	4	7	1	0	7	2	1	3
Catsperz	5	1	0	0	0	0	0	1
Cav1	37	89	68	59	41	111	61	27
Cav2	157	181	97	180	201	252	220	267
Cav3	0	0	0	0	0	0	0	0
Cavin1	54	104	43	62	32	50	28	32
Cavin2	30	90	35	57	18	30	42	18
Cavin3	3	8	3	1	2	6	6	11
Cavin4	1	0	4	0	0	0	3	2
Cbarp	5	10	0	2	0	0	1	5
Cbfa2t2	186	241	149	142	196	184	176	189
Cbfa2t3	520	409	330	204	399	498	254	409
Cbfb	324	352	234	246	336	340	395	377
Cbl	1890	2339	1299	1451	2115	1410	1940	2375
Cblb	443	582	545	424	432	505	606	514
Cblc	1	2	0	0	1	0	7	1
Cbll1	121	124	84	57	95	84	89	98
Cbln1	0	0	0	0	2	0	0	0
Cbln2	5	1	1	1	6	4	1	0
Cbln3	6	1	0	0	4	0	0	2
Cbln4	3	1	0	0	3	0	0	0
Cbr1	28	53	18	13	36	44	29	22
Cbr2	48	35	13	35	28	86	154	50
Cbr3	29	29	19	21	41	40	46	56
Cbr4	86	102	56	46	49	82	73	86
Cbs	7	3	3	2	4	2	1	2
Cbwd1	32	21	15	13	14	35	32	43
Cbx1	152	154	75	113	102	132	100	128
Cbx2	2	14	11	8	4	1	13	17
Cbx3	68	77	54	80	106	60	65	59
Cbx4	52	62	50	28	63	79	57	63
Cbx5	70	65	85	62	86	78	120	81
Cbx6	39	40	14	9	23	9	19	15
Cbx7	61	158	58	68	95	31	88	36
Cbx8	54	103	51	61	56	55	40	72
Cby1	73	48	33	32	46	60	78	49
Cby3	0	0	0	0	0	0	1	0
Cc2d1a	57	113	35	62	89	88	87	99
Cc2d1b	183	233	133	125	193	93	197	189
Cc2d2a	23	11	12	10	11	9	19	6
Cc2d2b	13	2	4	5	12	1	2	3
Ccar1	628	653	452	649	693	906	824	785
Ccar2	269	378	152	143	208	109	248	265
Ccbe1	3	12	6	4	5	0	12	5
Ccdc102a	156	134	94	83	242	163	70	115
Ccdc103	0	1	0	3	2	0	0	0
Ccdc105	1	0	0	0	0	0	0	0
Ccdc106	0	4	0	0	1	0	1	1
Ccdc107	77	90	39	37	48	58	50	48
Ccdc110	2	2	4	0	1	0	0	0
Ccdc112	6	4	2	3	4	9	1	3
Ccdc113	0	0	0	0	2	0	0	4
Ccdc114	17	29	11	34	36	21	19	20
Ccdc115	301	267	167	200	204	327	423	371
Ccdc116	4	2	3	0	2	1	3	2
Ccdc117	199	237	294	127	379	187	298	264
Ccdc12	513	625	464	430	465	733	379	490
Ccdc120	0	0	0	0	2	0	3	0
Ccdc121	0	0	0	0	0	0	0	0
Ccdc122	12	21	5	7	4	7	3	5
Ccdc124	266	223	136	164	225	235	260	252
Ccdc125	330	368	215	285	291	197	313	296
Ccdc126	43	23	28	20	38	49	44	58
Ccdc127	257	279	189	233	210	217	278	372
Ccdc129	12	0	1	4	1	1	4	1
Ccdc13	4	1	0	0	6	4	1	1
Ccdc130	112	171	80	113	115	108	114	142
Ccdc134	98	151	86	61	109	106	156	145
Ccdc136	0	2	1	3	5	3	1	4
Ccdc137	85	106	98	78	130	81	131	152
Ccdc138	14	18	12	14	14	3	8	30
Ccdc14	4	10	12	12	15	7	12	4
Ccdc141	11	21	13	9	20	10	22	16
Ccdc142	4	3	4	1	4	0	5	2
Ccdc144b	0	1	4	0	6	2	0	2
Ccdc146	21	22	10	19	30	20	27	16
Ccdc148	7	18	1	3	11	6	3	7
Ccdc149	0	11	7	0	5	1	2	5
Ccdc15	14	40	18	21	35	18	38	22
Ccdc150	7	5	4	1	8	2	5	10
Ccdc151	1	1	0	1	1	0	0	2
Ccdc152	12	15	10	17	9	7	14	23
Ccdc153	1	4	0	0	4	0	1	0
Ccdc154	4	8	1	0	3	4	11	4
Ccdc155	0	1	0	0	0	3	1	1
Ccdc157	9	8	4	15	9	6	24	21
Ccdc158	18	14	22	2	20	2	2	8
Ccdc159	6	0	0	1	4	4	4	1
Ccdc160	0	0	0	1	0	0	0	0
Ccdc162	15	29	2	3	7	2	1	9
Ccdc163	90	107	61	74	85	63	56	76
Ccdc166	58	45	24	48	38	10	43	38
Ccdc167	26	55	24	29	22	15	46	36
Ccdc169	3	2	0	0	8	0	2	2
Ccdc17	30	52	42	36	37	46	60	51
Ccdc170	4	1	3	1	5	0	4	1
Ccdc171	78	55	46	35	92	57	33	46
Ccdc172	2	3	1	0	2	0	0	1
Ccdc173	17	7	3	3	7	6	8	4
Ccdc174	111	158	95	85	117	171	121	193
Ccdc175	2	5	1	3	2	2	1	1
Ccdc177	1	5	0	0	6	2	0	0
Ccdc178	7	12	2	1	10	0	6	8
Ccdc18	2	18	16	5	14	6	11	11
Ccdc180	52	81	39	34	74	43	34	29
Ccdc181	32	39	35	28	26	20	38	71
Ccdc182	0	0	0	0	0	0	0	0
Ccdc183	3	3	0	1	2	0	3	1
Ccdc184	2	7	1	1	0	3	3	1
Ccdc185	0	2	2	0	1	0	0	0
Ccdc186	236	286	187	183	249	221	229	253
Ccdc187	5	14	1	4	9	0	2	2
Ccdc188	0	0	0	0	0	0	0	0
Ccdc189	9	4	2	2	4	2	14	5
Ccdc190	0	0	0	0	0	0	0	0
Ccdc191	44	15	29	14	21	30	25	40
Ccdc22	0	0	0	0	0	0	0	0
Ccdc24	1	2	2	0	0	2	0	9
Ccdc25	170	265	156	132	201	182	238	247
Ccdc27	0	3	0	0	0	0	0	1
Ccdc28a	40	59	22	24	41	35	20	20
Ccdc28b	137	181	92	103	143	131	125	115
Ccdc3	1	0	0	0	0	0	1	1
Ccdc30	3	9	7	5	14	3	3	13
Ccdc32	116	160	95	71	160	135	163	173
Ccdc33	0	7	5	0	9	0	2	0
Ccdc34	20	29	14	17	20	37	26	17
Ccdc36	7	2	2	0	3	0	0	1
Ccdc38	6	4	5	2	5	0	1	1
Ccdc39	17	18	12	6	13	0	4	12
Ccdc40	9	9	0	4	4	9	0	4
Ccdc42	1	0	1	0	0	0	0	0
Ccdc43	159	175	108	142	142	180	204	197
Ccdc47	539	614	320	415	479	328	522	619
Ccdc50	770	1304	781	943	1246	759	800	856
Ccdc51	39	44	24	24	43	38	32	40
Ccdc54	0	3	0	0	2	0	0	5
Ccdc57	17	10	3	7	7	7	17	7
Ccdc58	26	66	23	40	41	56	52	37
Ccdc59	140	190	103	126	122	189	206	170
Ccdc6	88	86	80	55	89	108	63	88
Ccdc60	6	3	1	0	0	0	1	0
Ccdc61	82	76	65	75	59	48	51	74
Ccdc62	6	11	3	7	1	0	7	12
Ccdc63	8	7	2	1	21	4	9	5
Ccdc65	2	3	0	0	4	2	4	1
Ccdc66	41	25	20	53	45	38	33	66
Ccdc68	1	4	0	1	6	4	6	1
Ccdc69	137	132	93	78	98	113	70	94
Ccdc70	0	0	2	0	0	1	1	3
Ccdc71	161	185	138	111	144	128	138	170
Ccdc71l	45	85	71	33	44	38	61	66
Ccdc73	7	18	12	11	26	7	5	18
Ccdc74a	0	6	0	0	15	6	4	6
Ccdc77	51	49	27	45	71	46	53	60
Ccdc78	2	17	8	4	7	9	5	8
Ccdc7a	7	9	11	2	11	4	2	8
Ccdc7b	0	1	7	2	3	0	2	1
Ccdc8	4	0	1	1	4	1	0	2
Ccdc80	3	7	4	1	11	14	115	67
Ccdc81	5	3	4	4	1	3	0	4
Ccdc82	140	180	130	138	171	104	139	187
Ccdc83	3	2	0	4	10	0	3	3
Ccdc84	160	166	71	120	104	121	143	127
Ccdc85a	11	6	5	1	14	3	9	15
Ccdc85b	85	114	67	62	75	58	66	78
Ccdc85c	0	3	5	2	2	3	0	1
Ccdc86	135	111	75	69	143	342	229	241
Ccdc87	2	0	0	3	0	0	0	3
Ccdc88a	569	837	473	488	672	620	344	419
